age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
59,0,10,2,2,0,4,1,0,0,36,38,0
22,3,10,4,11,1,4,1,0,0,35,38,0
27,3,10,4,0,1,4,0,0,0,40,38,0
62,3,9,0,7,1,4,0,0,0,84,38,0
47,3,9,2,9,0,4,1,0,0,40,38,0
54,3,9,2,2,0,4,1,0,0,40,38,0
25,3,9,0,0,1,4,0,0,0,40,38,0
30,1,13,2,9,0,4,1,0,0,40,38,0
60,4,13,2,3,0,4,1,7298,0,60,38,1
35,3,9,2,2,0,4,1,0,1740,40,38,0
25,3,13,4,9,3,4,0,0,2339,35,38,0
47,3,12,2,11,0,4,1,5178,0,50,38,1
29,5,9,4,4,1,4,1,0,0,40,38,0
27,3,10,4,0,1,4,0,0,0,39,38,0
31,5,9,2,7,5,4,0,0,2415,40,38,1
53,3,14,2,3,0,4,1,0,0,48,38,1
46,3,11,0,0,1,4,0,0,0,40,38,0
46,3,10,2,11,0,4,1,15024,0,40,38,1
27,3,11,4,9,1,4,0,0,1876,36,1,0
22,0,13,4,12,3,4,1,0,0,8,38,0
56,3,7,0,2,1,4,1,0,0,49,38,0
47,6,11,2,3,0,4,1,0,0,38,38,1
35,3,13,2,9,0,4,1,0,0,60,38,0
29,3,9,4,13,3,4,1,0,0,40,38,0
38,3,10,2,7,5,4,0,0,0,40,38,0
40,3,9,0,3,4,4,0,0,625,52,38,0
50,0,10,2,3,0,4,1,0,0,40,38,1
39,3,10,0,6,4,4,0,0,0,40,38,0
36,3,9,0,7,3,4,0,0,0,30,38,0
26,1,13,4,0,1,4,1,0,0,42,38,0
38,3,11,2,3,0,4,1,0,0,50,38,1
35,3,13,3,2,4,4,1,0,0,40,38,0
21,3,10,4,11,1,4,1,0,0,40,38,0
46,0,9,2,0,5,4,0,0,0,40,38,1
41,3,9,0,6,3,4,1,0,0,40,38,0
42,1,14,2,9,0,4,1,0,0,35,38,1
21,5,4,4,2,1,4,1,0,0,40,38,0
47,1,10,4,10,1,2,1,0,0,40,38,0
40,0,9,4,0,4,2,0,0,0,40,38,0
47,1,14,4,9,1,4,0,0,0,45,38,1
54,5,4,0,13,1,4,1,0,0,45,4,0
27,3,12,4,11,1,4,1,0,0,52,38,0
22,3,10,4,11,3,4,1,0,0,8,38,0
27,6,13,4,9,4,4,1,0,0,50,38,0
36,3,9,6,5,4,4,0,0,0,30,38,0
36,3,9,0,2,1,4,1,0,0,40,38,0
26,3,10,4,0,1,2,0,0,0,40,38,0
39,3,10,0,6,3,4,0,0,0,40,38,0
67,3,4,6,9,1,4,0,0,0,35,38,0
19,3,7,4,6,1,4,1,0,0,10,38,0
52,3,13,0,11,1,4,1,0,0,60,38,0
18,3,7,4,11,3,4,0,0,0,20,38,0
64,0,10,2,13,0,4,1,0,0,40,38,1
19,3,10,4,7,3,4,0,0,0,30,38,0
50,3,9,0,0,1,4,0,0,0,40,38,0
31,3,13,2,11,0,4,1,0,0,40,38,1
55,3,9,4,11,1,4,1,0,0,38,38,0
21,3,9,4,0,3,4,0,0,0,40,38,0
39,3,6,2,5,0,4,1,0,0,45,38,0
27,1,11,4,12,3,4,0,0,0,38,38,0
38,3,10,0,2,1,4,1,0,0,40,19,0
32,3,9,4,11,1,4,0,0,0,50,38,0
46,3,10,2,11,0,4,1,0,0,50,38,1
23,3,9,4,0,3,4,0,0,0,40,38,0
37,3,11,2,13,0,4,1,15024,0,50,38,1
32,3,10,2,12,0,4,1,0,0,50,38,0
21,3,10,4,9,3,4,0,0,0,35,38,0
25,3,13,4,11,3,4,0,0,0,20,38,0
34,3,10,2,3,0,4,1,0,0,42,38,1
44,5,15,2,9,0,4,1,99999,0,50,38,1
50,1,9,6,13,4,4,0,0,0,40,38,0
28,3,7,4,9,1,2,0,0,0,40,38,0
24,3,9,4,13,4,2,1,0,0,40,38,0
43,3,14,2,9,0,3,1,0,0,50,38,0
24,6,10,2,9,0,4,1,0,0,40,38,0
20,3,7,2,4,3,4,1,0,0,40,25,0
37,3,9,0,4,1,4,1,0,0,40,38,0
22,3,9,4,7,3,4,0,0,0,40,38,0
26,3,9,2,13,0,3,1,0,0,40,38,0
25,3,9,5,10,3,2,1,0,0,40,38,0
25,3,13,2,12,0,4,1,5178,0,40,38,1
42,3,9,0,2,2,4,0,0,0,40,38,0
33,3,13,2,11,0,4,1,0,1902,55,38,1
37,3,10,6,2,4,4,1,0,0,40,38,0
27,3,9,4,13,1,4,1,0,1876,75,38,0
59,3,16,2,3,0,4,1,0,0,40,38,1
23,3,9,4,8,4,3,0,0,0,40,12,0
49,3,14,2,9,0,4,1,0,0,40,38,0
43,3,9,6,6,4,4,0,0,0,60,38,0
25,3,10,4,6,1,4,1,0,0,42,38,0
27,3,2,4,2,1,4,1,0,0,40,25,0
41,0,13,0,9,1,4,1,0,0,40,38,0
29,3,9,2,5,0,4,1,0,0,42,38,0
25,6,14,4,9,1,4,0,0,0,37,38,0
37,3,14,0,9,4,4,1,0,0,48,38,0
21,3,8,4,0,2,2,1,0,0,48,38,0
35,3,13,4,0,1,4,0,0,0,43,38,0
25,3,13,4,7,1,4,0,0,0,20,38,0
23,3,10,4,2,3,4,1,0,0,40,38,0
49,3,10,0,7,1,4,0,0,0,40,38,0
37,3,10,2,2,0,4,1,0,0,35,38,1
40,3,10,2,13,0,4,1,0,0,40,38,0
59,5,10,2,4,0,4,1,0,1579,60,38,0
20,3,10,4,0,3,3,0,0,0,40,38,0
45,3,9,2,2,0,4,1,0,0,47,38,1
39,3,9,2,2,0,4,1,0,0,40,38,0
27,3,10,2,9,5,4,0,0,0,40,38,1
26,3,9,2,2,0,4,1,0,0,40,38,0
29,3,14,2,11,0,4,1,7298,0,40,38,1
64,3,13,0,3,1,4,1,27828,0,55,38,1
60,3,9,0,0,4,4,0,0,0,37,38,0
24,3,13,4,3,3,4,1,0,0,45,38,0
33,3,13,2,3,0,4,1,15024,0,50,38,1
45,1,14,0,9,4,2,0,0,0,40,38,0
22,3,10,4,9,3,4,1,0,0,36,38,0
23,3,9,4,6,3,2,1,0,0,40,38,0
50,6,11,2,9,0,4,1,0,0,40,38,0
39,3,1,4,7,1,4,0,0,0,12,38,0
49,3,8,0,9,2,2,1,0,0,40,38,0
24,3,4,2,2,0,4,1,2635,0,38,38,0
61,3,9,6,2,1,2,0,0,1669,50,38,0
28,3,12,5,7,1,4,1,0,0,40,38,0
19,3,10,4,9,3,4,0,0,0,35,38,0
24,3,9,4,3,3,4,1,0,0,40,38,0
21,3,10,4,8,3,4,0,0,0,40,38,0
42,3,13,2,3,0,4,1,0,0,40,38,1
39,3,9,2,6,0,4,1,0,0,42,38,1
23,3,9,4,2,4,4,1,0,0,45,27,0
25,3,7,4,7,1,4,1,0,0,99,38,0
31,1,13,2,10,0,4,1,0,0,97,38,1
55,0,14,2,3,0,4,1,0,0,60,38,1
36,3,12,2,2,0,4,1,0,0,35,38,0
63,4,11,2,3,0,4,1,0,0,40,38,1
22,1,9,4,4,3,4,1,0,0,40,38,0
36,3,9,0,3,4,4,1,0,0,40,38,0
24,0,13,4,1,1,4,1,0,0,40,38,0
24,3,7,4,2,1,2,1,0,0,35,22,0
37,0,9,2,0,0,2,1,0,0,40,38,0
65,5,6,2,2,0,4,1,0,0,40,38,0
54,1,9,2,2,0,4,1,0,0,40,38,1
21,3,10,3,11,3,2,0,0,0,20,38,0
90,3,10,4,9,3,1,1,0,0,10,34,0
54,3,12,2,11,0,4,1,0,0,45,38,0
38,3,6,0,2,1,4,1,0,0,40,38,0
38,5,13,2,11,0,4,1,7298,0,50,38,1
24,3,13,4,0,3,4,1,0,0,39,38,0
37,5,9,2,3,0,4,1,0,1848,65,38,1
30,3,11,2,3,0,4,1,0,0,48,38,0
39,3,14,4,9,1,4,1,0,0,60,38,0
51,3,7,6,5,4,2,0,0,0,40,38,0
59,3,6,2,13,0,4,1,0,0,45,38,1
26,3,13,6,3,1,4,0,0,0,55,38,0
60,4,10,2,3,0,4,1,0,0,40,38,0
43,6,16,4,9,1,4,0,0,0,40,38,0
41,5,15,2,9,0,4,1,0,0,50,38,1
31,3,11,0,12,4,4,0,0,0,40,38,0
27,3,10,4,0,1,4,0,0,0,40,38,0
30,3,13,4,9,1,4,0,0,0,40,38,0
23,3,9,4,11,1,4,1,0,0,48,38,0
31,3,13,0,7,1,1,1,99999,0,70,38,1
29,3,10,2,12,0,4,1,0,0,40,38,0
25,3,9,4,6,3,4,1,0,0,36,38,0
33,3,13,2,7,5,4,0,0,0,40,38,0
21,3,10,4,9,3,1,1,0,0,40,35,0
19,3,6,4,11,4,2,0,0,0,40,38,0
61,1,13,0,7,1,4,1,0,0,30,38,0
53,6,10,2,10,0,4,1,0,0,60,38,0
31,3,9,2,0,0,0,1,0,0,40,38,1
38,3,7,0,6,1,4,1,0,0,65,38,0
28,3,6,0,6,3,4,0,0,0,40,38,0
36,1,13,0,9,4,2,0,0,0,40,38,0
25,3,10,4,7,1,3,0,0,0,40,38,0
69,0,7,6,0,1,4,0,0,0,20,38,0
26,3,13,4,3,1,4,0,0,0,45,38,0
37,3,5,0,2,3,4,1,0,0,35,38,0
73,3,2,2,9,0,4,1,0,0,40,31,0
51,3,9,4,2,4,4,0,0,0,45,25,0
29,3,9,4,2,2,4,1,0,0,40,38,0
26,1,13,2,9,5,2,0,0,0,40,38,1
57,3,9,2,6,0,4,1,0,0,40,38,0
46,3,14,2,3,0,4,1,15024,0,65,38,1
28,4,9,4,0,3,4,0,0,0,35,38,0
29,3,9,2,5,0,2,1,0,0,40,38,0
56,0,14,2,3,0,4,1,0,0,40,31,1
39,3,9,2,5,0,4,1,0,0,40,38,0
58,0,10,2,3,0,4,1,15024,0,40,38,1
29,3,12,2,0,0,4,1,0,0,40,38,0
43,3,10,2,13,0,4,1,0,0,50,38,1
48,3,9,2,7,0,4,1,0,0,50,38,0
29,3,9,5,11,4,4,0,0,0,35,38,0
45,0,10,6,12,1,4,0,0,0,45,38,1
35,6,10,0,0,4,4,0,0,0,15,38,0
21,3,9,4,6,3,4,1,0,0,40,38,0
39,3,13,2,2,0,4,1,0,0,40,38,0
69,1,9,2,2,0,4,1,1424,0,6,38,0
21,3,12,4,0,3,4,1,0,0,35,38,0
28,3,9,4,7,1,2,1,0,0,40,38,0
77,3,9,6,9,1,4,0,0,0,14,38,0
35,3,12,2,7,5,4,0,0,0,35,38,1
26,3,4,4,5,4,4,1,0,0,40,12,0
48,3,7,4,7,1,4,0,0,0,30,38,0
44,3,5,4,6,1,4,1,0,0,40,38,0
26,3,13,4,0,1,4,1,6849,0,65,38,0
48,4,10,2,3,0,4,1,0,0,40,38,1
44,3,11,2,2,0,4,1,0,0,40,38,1
39,4,13,2,3,0,4,1,15024,0,50,38,1
43,1,10,0,0,4,4,0,0,0,40,38,0
40,3,10,2,6,0,4,1,0,0,50,38,1
65,3,10,2,3,0,4,1,0,0,40,38,0
31,3,10,2,11,0,4,1,0,0,40,38,0
21,3,10,2,7,0,4,1,0,0,40,38,0
34,3,10,4,0,4,2,0,0,0,40,38,0
22,3,13,4,9,1,4,1,0,0,40,38,0
25,3,9,4,11,3,4,1,0,0,35,38,0
33,3,2,2,2,0,4,1,0,0,35,25,0
41,3,14,2,3,0,4,1,0,0,40,38,1
31,1,9,2,2,0,4,1,0,0,40,38,0
30,3,10,4,9,3,4,1,0,0,40,25,0
28,6,15,4,9,1,4,1,0,0,90,38,0
46,5,13,2,2,0,4,1,0,0,40,38,0
30,3,13,2,2,0,1,1,0,0,36,39,1
30,3,9,4,11,1,4,0,0,0,35,38,0
25,6,10,2,3,5,4,0,0,0,19,38,0
25,3,13,2,9,0,4,1,0,0,40,38,0
40,3,9,0,0,3,4,1,0,0,40,38,0
28,4,9,2,11,0,2,1,99999,0,40,38,1
42,0,9,5,0,4,2,0,0,0,40,38,0
21,3,9,4,2,3,2,1,0,0,40,38,0
25,3,13,4,9,1,4,0,0,0,40,38,0
50,3,13,2,3,0,4,1,0,1902,50,38,1
20,3,10,4,3,1,4,0,0,0,40,38,0
26,3,9,4,0,4,2,0,0,0,40,22,0
46,3,9,2,13,0,4,1,0,0,40,38,0
32,3,9,4,2,3,2,1,0,0,38,38,0
31,3,11,2,13,0,4,1,0,0,30,38,1
31,3,9,4,7,3,4,1,0,0,35,38,0
55,0,10,2,0,0,4,1,0,0,40,38,0
45,1,14,4,9,1,4,1,0,0,50,38,1
58,3,9,0,0,4,4,0,2174,0,40,38,0
21,3,12,4,0,3,4,0,0,0,8,38,0
24,5,10,2,13,0,4,1,0,0,60,38,0
19,3,9,4,9,1,3,1,0,0,30,38,0
24,3,9,4,11,1,4,1,0,0,40,38,0
36,3,9,2,0,0,4,1,0,0,50,38,1
27,3,10,2,3,0,4,1,0,0,60,38,0
39,1,9,2,10,0,4,1,0,1887,40,38,1
29,3,13,2,9,0,4,1,5013,0,40,10,0
26,3,11,0,2,3,4,1,0,0,40,38,0
35,3,9,2,9,0,4,1,0,0,40,38,0
59,3,9,2,6,0,4,1,0,1887,40,38,1
21,3,9,4,11,3,4,1,0,0,44,38,0
20,3,5,4,6,3,4,0,0,0,11,26,0
57,3,14,2,3,0,4,1,0,0,60,38,1
26,3,9,4,13,1,4,1,0,0,40,38,0
43,5,10,2,2,0,4,1,0,0,50,38,0
52,1,14,2,9,0,2,1,0,0,40,38,1
60,3,9,2,9,0,4,1,0,0,50,38,1
37,5,16,4,9,1,4,0,0,2559,60,38,1
29,3,13,4,3,3,4,0,3325,0,10,38,0
66,3,10,2,9,0,4,1,0,0,20,38,0
33,3,9,5,12,1,4,1,0,0,46,38,0
34,1,9,2,10,0,4,1,0,0,57,38,1
49,6,9,2,9,0,4,1,0,0,40,38,1
34,5,6,2,4,0,4,1,0,0,40,38,0
30,1,13,2,9,0,4,1,0,0,50,38,1
38,3,9,2,0,0,4,1,0,0,42,38,0
57,3,15,4,9,1,4,0,0,0,40,38,0
53,3,9,2,2,0,4,1,0,0,50,38,1
32,3,13,2,3,0,4,1,7298,0,45,38,1
23,3,10,4,9,3,4,0,0,0,25,38,0
33,3,9,2,2,0,4,1,0,0,30,38,0
21,3,9,4,10,1,4,1,0,0,40,38,0
35,3,8,0,2,1,4,1,0,0,50,38,1
35,0,13,4,12,1,1,1,0,0,28,38,0
19,3,10,4,7,3,4,0,0,0,15,38,0
28,3,9,2,6,0,4,1,0,0,40,38,0
54,3,2,2,7,0,4,1,0,0,35,25,0
23,3,11,4,12,1,4,0,0,0,40,38,0
90,3,10,5,0,3,4,0,0,0,40,32,0
52,5,6,2,2,0,4,1,0,0,35,38,0
34,3,13,2,3,0,4,1,0,0,45,38,1
26,3,5,2,2,0,4,1,0,0,35,38,0
22,0,10,4,0,3,2,1,0,0,20,38,0
33,3,9,2,2,0,4,1,0,0,40,38,0
46,3,9,0,2,1,4,1,0,1741,40,38,0
23,5,12,4,2,1,4,1,0,0,30,38,0
32,6,10,4,0,1,2,0,0,0,40,38,0
34,3,9,2,13,0,4,1,0,0,40,38,0
30,3,10,4,2,3,4,1,0,0,40,38,0
25,3,11,2,11,0,4,1,0,0,41,38,0
46,6,9,2,7,0,2,1,7298,0,40,38,1
24,3,11,4,2,1,4,1,0,0,55,38,0
59,4,11,0,9,1,4,1,0,0,50,38,1
41,6,14,2,9,0,4,1,0,0,40,38,1
35,0,9,2,0,0,4,1,0,0,40,38,0
46,3,5,0,7,1,4,1,0,0,25,38,0
46,0,7,6,0,1,4,0,0,0,40,38,0
48,5,14,6,3,4,4,0,0,0,40,38,1
50,3,9,2,2,0,4,1,0,0,50,38,0
62,3,9,2,9,0,4,1,0,0,18,38,0
34,3,13,4,12,1,4,0,0,0,40,38,0
44,1,14,2,9,0,4,1,0,0,35,38,0
33,3,8,4,10,3,2,1,0,0,40,38,0
23,3,6,2,6,3,1,0,0,0,40,39,0
28,3,9,0,0,1,4,0,0,0,40,38,0
33,1,13,2,10,0,2,1,0,0,70,38,1
26,3,10,2,0,0,4,1,0,2051,40,38,0
21,3,10,4,0,2,4,0,0,0,40,25,0
40,6,14,2,9,0,4,1,0,0,35,38,1
40,4,9,0,0,4,4,0,0,0,15,38,0
40,3,9,2,13,0,4,1,0,0,35,38,0
26,3,13,2,9,5,4,0,0,1977,40,38,1
25,3,14,4,9,4,4,1,0,0,45,38,0
47,3,5,4,7,4,4,0,0,0,50,38,0
48,1,15,2,9,0,4,1,0,0,45,38,1
36,3,6,2,2,0,4,1,0,0,40,38,0
23,3,9,4,11,3,4,1,0,0,40,38,0
29,5,10,2,3,2,4,1,4386,0,45,38,1
43,3,9,2,6,0,4,1,0,0,48,38,0
47,4,12,6,3,1,4,0,0,0,67,38,0
55,3,9,2,7,0,4,1,0,0,40,38,0
20,3,10,4,0,4,1,0,0,0,40,39,0
41,6,13,2,3,0,1,1,0,0,40,38,0
19,3,10,4,0,3,4,1,0,0,10,38,0
24,3,4,2,4,0,4,1,2105,0,50,38,0
54,3,13,4,3,1,4,1,0,0,50,38,1
51,3,10,2,3,0,4,1,0,1887,65,38,1
35,3,10,3,4,3,4,1,0,0,40,38,0
44,1,10,2,3,0,4,1,0,0,40,38,1
29,3,12,4,9,1,4,0,8614,0,40,38,1
46,3,9,4,7,1,4,0,0,0,28,38,0
27,3,9,4,5,3,4,1,0,0,37,38,0
27,3,13,4,0,3,2,0,0,0,40,38,0
42,1,10,2,3,0,4,1,0,0,45,38,1
32,3,9,2,11,5,4,0,0,0,40,38,1
65,1,10,0,3,1,4,0,0,0,40,38,0
23,3,13,4,4,1,4,1,0,0,40,38,0
57,3,13,2,9,0,4,1,0,0,40,38,0
50,1,13,2,10,0,4,1,0,0,44,38,1
34,3,9,2,5,0,4,1,0,0,70,38,0
27,3,9,2,2,0,4,1,0,0,50,38,0
33,3,13,4,11,1,4,0,0,0,40,38,0
26,3,10,4,4,2,4,0,0,0,65,38,0
26,3,6,4,2,1,4,1,0,0,55,32,0
22,3,13,4,9,3,4,1,0,0,40,38,0
42,0,7,4,12,1,4,1,0,1340,40,38,0
21,3,9,4,7,3,4,0,0,0,35,38,0
21,3,9,4,9,4,4,0,0,0,40,38,0
22,3,10,4,11,3,4,0,0,0,40,38,0
35,3,5,4,2,1,4,1,0,0,40,38,0
52,3,4,0,8,3,2,0,0,0,16,38,0
60,4,10,2,3,0,4,1,7688,0,50,38,1
24,3,9,2,4,0,4,1,0,0,60,38,0
31,3,9,2,5,0,4,1,0,0,40,38,0
31,3,13,4,9,1,4,0,0,0,40,38,0
25,3,9,2,2,0,4,1,0,0,35,38,0
34,3,7,4,7,3,1,1,0,0,40,29,0
27,3,9,4,11,1,4,1,0,0,50,38,1
47,0,9,2,2,0,4,1,0,0,40,38,0
34,3,10,4,0,1,4,0,0,0,40,38,0
38,3,12,2,3,0,4,1,0,0,55,21,0
50,3,9,0,0,4,4,0,0,0,40,8,0
25,3,13,2,0,5,4,0,0,0,40,38,0
27,3,13,4,12,1,4,1,0,0,37,38,0
30,3,10,4,5,1,4,1,0,0,55,38,0
27,3,10,4,0,3,4,0,0,0,40,38,0
48,3,9,4,5,1,4,1,0,0,40,38,0
35,5,10,2,7,0,4,1,0,0,40,38,0
53,3,13,2,0,0,4,1,0,1902,40,38,1
42,3,16,2,9,0,4,1,0,1902,50,38,1
28,3,10,2,5,0,4,1,0,0,40,25,0
69,4,13,2,6,0,4,1,3818,0,30,38,0
45,3,9,0,11,4,2,1,5455,0,40,38,0
56,3,9,6,11,1,4,0,0,1974,40,38,0
25,3,14,4,9,3,4,1,0,0,35,38,0
53,3,10,2,11,0,4,1,0,0,55,38,0
48,3,10,2,2,0,4,1,0,0,40,38,0
24,1,10,4,10,1,4,1,0,0,50,38,0
48,3,9,2,2,0,4,1,0,0,40,38,0
23,3,9,4,11,1,4,0,0,0,40,38,0
57,3,9,5,2,4,4,1,0,0,40,38,0
50,0,13,2,3,0,4,1,7298,0,40,38,1
45,3,10,2,6,0,4,1,0,0,40,38,1
64,3,10,4,0,1,4,0,0,0,40,38,0
39,1,9,0,2,1,4,1,0,1876,40,38,0
27,3,9,0,11,3,4,0,0,0,35,38,0
22,6,13,4,9,3,4,0,0,0,43,38,0
45,3,12,0,13,1,4,1,0,0,55,38,0
37,4,11,2,11,0,4,1,0,0,60,38,1
39,3,9,2,2,0,4,1,0,0,40,38,1
50,3,8,0,13,1,4,1,0,0,40,38,0
28,1,13,4,9,1,4,1,0,0,52,38,0
41,4,10,0,6,1,4,0,0,0,40,15,0
27,3,10,0,0,4,2,0,0,0,40,38,0
18,3,7,4,11,3,4,0,0,0,30,38,0
62,3,9,2,9,5,4,0,5178,0,40,33,1
57,5,9,6,2,1,4,1,0,0,55,38,1
21,3,9,2,11,0,3,1,0,0,35,38,0
25,3,8,2,2,0,4,1,0,0,40,38,1
43,3,10,2,0,0,4,1,0,0,40,38,0
20,6,12,4,9,1,4,1,0,0,30,38,0
34,3,13,2,0,0,4,1,0,0,27,38,0
69,5,5,2,4,0,4,1,0,0,25,38,0
29,3,10,4,12,1,4,1,0,0,52,38,0
41,3,13,2,3,0,4,1,0,0,60,38,1
53,3,10,0,0,1,4,0,0,0,34,38,0
33,3,13,4,3,2,1,0,0,0,40,29,0
46,3,15,2,9,0,4,1,99999,0,50,38,1
36,1,13,4,10,1,2,1,0,0,40,38,0
48,1,9,2,7,0,4,1,0,0,40,38,0
35,3,13,2,11,5,4,0,0,0,30,38,1
43,3,13,2,3,0,4,1,0,0,45,38,1
33,5,10,2,11,0,4,1,0,0,60,38,0
36,3,9,2,6,0,4,1,0,0,45,38,1
23,3,12,4,7,3,4,0,0,0,35,38,0
18,3,9,4,0,3,4,0,0,0,40,38,0
18,5,7,4,7,3,4,0,0,0,4,38,0
46,3,13,0,6,4,3,0,0,0,40,32,0
46,0,10,0,6,4,4,1,0,0,40,38,0
37,3,10,4,3,1,2,1,0,0,40,38,0
51,3,9,2,2,0,4,1,0,0,40,38,0
43,3,13,2,3,0,4,1,3103,0,40,38,1
34,1,9,2,7,0,4,1,0,0,50,38,0
17,3,6,4,7,3,2,1,0,0,15,38,0
19,3,10,4,0,3,4,1,0,0,40,38,0
20,3,10,4,11,2,3,0,0,0,40,38,0
49,3,4,2,6,0,4,1,0,0,40,38,0
40,3,2,4,7,1,4,1,0,0,45,7,0
60,3,9,2,0,0,4,1,0,0,40,38,0
50,3,9,5,0,2,4,0,0,0,40,38,0
23,3,9,2,11,0,2,1,0,0,37,38,0
33,4,12,2,3,0,4,1,0,1887,60,38,1
25,3,14,2,6,1,4,1,0,0,40,25,0
32,6,9,2,10,0,4,1,0,0,45,38,0
33,3,12,3,2,1,4,1,0,0,20,38,0
32,3,9,0,2,1,4,1,0,0,40,38,0
21,3,10,2,9,5,2,0,2105,0,20,38,0
51,1,9,2,10,0,4,1,0,0,40,38,1
20,3,7,4,9,3,2,0,0,0,20,38,0
23,3,9,4,2,1,4,1,0,0,40,38,0
25,5,9,4,4,3,4,1,0,0,35,38,0
63,3,10,0,2,4,4,1,0,0,22,38,0
32,1,9,2,10,0,4,1,0,0,40,38,0
38,3,13,2,3,0,4,1,15024,0,65,38,1
22,3,13,4,4,3,4,1,0,0,40,38,0
37,5,16,4,9,1,4,1,14084,0,45,38,1
32,3,13,4,10,1,2,1,0,0,30,38,0
57,3,13,2,6,0,4,1,0,0,40,30,1
34,3,9,0,5,3,4,1,0,0,40,38,0
53,5,6,2,2,0,4,1,0,0,50,38,1
39,3,11,4,4,1,4,1,0,0,60,38,0
45,3,10,2,2,0,4,1,0,0,55,38,1
30,3,9,0,0,4,4,0,0,0,40,38,0
47,3,9,2,2,0,4,1,0,0,50,38,1
27,3,10,4,11,3,4,0,0,0,40,38,0
28,3,9,4,5,3,2,0,0,0,40,38,0
56,5,4,0,11,2,4,1,0,0,20,25,0
32,3,12,2,6,0,4,1,0,0,62,38,0
29,3,6,4,2,1,2,1,0,0,40,38,0
36,5,10,2,2,0,4,1,0,0,60,38,1
31,3,9,0,7,3,4,0,0,0,15,38,0
18,3,7,4,7,2,2,1,0,0,30,38,0
46,3,12,2,2,0,4,1,0,0,40,38,1
31,3,12,0,0,4,4,0,0,0,35,30,0
50,1,9,2,13,0,4,1,0,0,40,38,0
20,3,10,4,0,3,4,0,0,1719,28,38,0
39,3,13,2,9,0,4,1,0,0,40,38,1
18,3,7,4,11,3,4,1,0,0,13,38,0
37,3,10,2,3,5,4,0,0,0,45,38,1
18,3,10,4,9,3,4,0,0,0,4,38,0
44,3,9,2,0,0,4,1,0,0,48,38,1
33,3,10,2,3,0,4,1,0,0,40,4,1
31,3,10,2,9,0,4,1,0,0,50,38,0
53,5,9,2,3,0,4,1,0,0,35,38,0
22,3,9,4,9,3,4,1,0,0,54,38,0
40,3,10,0,0,4,4,0,0,0,39,38,0
32,1,10,4,0,4,2,0,0,0,40,38,0
60,3,3,2,11,0,4,1,0,0,40,38,1
35,0,13,2,3,0,4,1,0,0,40,38,1
24,3,9,2,0,0,4,1,0,0,40,38,0
51,3,10,2,9,0,4,1,0,0,45,38,1
26,1,13,4,9,3,2,0,0,0,35,38,0
23,1,9,4,7,3,2,1,0,0,32,38,0
61,5,9,2,4,0,4,1,0,0,40,38,0
22,3,10,4,9,1,4,1,0,0,45,38,0
79,3,15,2,9,0,4,1,0,0,10,38,0
19,3,10,4,0,3,4,0,0,0,15,38,0
58,3,13,2,11,0,4,1,15024,0,40,38,1
36,5,13,2,11,0,3,1,0,0,45,38,0
23,3,11,5,3,3,4,0,0,0,40,38,0
60,3,10,2,10,0,4,1,0,0,38,38,0
31,3,5,4,11,1,4,1,0,0,43,38,1
48,3,9,2,3,0,4,1,0,0,50,38,0
23,3,9,4,7,3,4,1,0,0,35,38,0
41,4,11,2,3,0,2,1,0,0,40,38,1
30,1,9,2,10,0,2,1,0,0,40,38,0
47,3,10,0,11,3,4,1,0,0,55,38,0
27,3,13,4,0,1,4,1,0,0,35,38,0
50,1,10,2,4,0,4,1,0,0,40,25,0
25,3,9,4,0,1,4,0,0,0,50,38,0
35,3,2,3,7,1,4,1,0,0,40,12,0
44,4,9,2,3,0,4,1,0,1887,70,38,1
54,3,1,2,2,0,1,1,0,0,40,2,0
45,3,7,0,0,4,4,0,0,0,16,38,0
26,3,13,4,9,1,4,0,0,0,20,38,0
40,3,9,2,2,0,2,1,0,0,40,38,1
44,4,9,2,3,0,4,1,5013,0,60,11,0
36,3,9,4,13,1,4,1,0,0,45,38,0
19,7,9,4,4,3,4,1,0,0,20,38,0
37,3,10,2,13,0,4,1,0,0,40,38,1
32,3,9,4,0,4,2,0,2977,0,35,38,0
27,1,13,4,9,1,4,0,0,0,40,38,0
19,3,10,4,7,1,4,0,0,0,40,38,0
31,3,9,4,9,3,0,1,0,0,40,38,0
18,3,9,4,7,3,4,1,0,0,12,38,0
43,5,10,0,0,4,4,0,0,0,36,38,0
59,3,9,0,7,4,4,0,0,0,40,38,0
17,3,7,4,0,3,4,1,0,0,16,38,0
75,5,9,2,4,0,4,1,0,0,30,38,0
39,6,9,4,7,4,2,0,0,0,40,38,0
27,3,14,4,11,3,4,1,0,0,40,38,0
52,6,13,2,9,0,4,1,0,0,40,38,0
18,3,9,4,6,3,4,0,0,0,40,5,0
46,1,9,2,10,0,4,1,7688,0,96,38,1
40,3,10,2,9,5,4,0,0,0,20,38,0
28,3,11,4,5,3,4,0,0,0,40,38,0
42,0,13,2,3,0,4,1,0,0,52,38,1
30,3,9,4,9,3,4,0,0,0,30,38,0
27,3,10,2,2,0,1,1,0,0,40,29,1
19,3,9,4,11,3,4,1,0,0,20,38,0
38,3,10,2,6,0,4,1,0,0,60,38,0
30,3,10,4,2,1,4,1,0,0,40,38,0
59,3,10,2,11,0,4,1,0,0,40,38,1
